,0_n,0_p,1_n,1_p,2_n,2_p,3_n,3_p,4_n,4_p,5_n,5_p,6_n,6_p,7_n,7_p,8_n,8_p,9_n,9_p,10_n,10_p,11_n,11_p,12_n,12_p,13_n,13_p,14_n,14_p,15_n,15_p,16_n,16_p,17_n,17_p,18_n,18_p,19_n,19_p,20_n,20_p,21_n,21_p,22_n,22_p,23_n,23_p,24_n,24_p,25_n,25_p,26_n,26_p,27_n,27_p,28_n,28_p,29_n,29_p,30_n,30_p,31_n,31_p,32_n,32_p,33_n,33_p,34_n,34_p,35_n,35_p,36_n,36_p,37_n,37_p,38_n,38_p,39_n,39_p,40_n,40_p,41_n,41_p,42_n,42_p,43_n,43_p,44_n,44_p,45_n,45_p,46_n,46_p,47_n,47_p,48_n,48_p,49_n,49_p,50_n,50_p,51_n,51_p,52_n,52_p,53_n,53_p,54_n,54_p,55_n,55_p,56_n,56_p,57_n,57_p,58_n,58_p,59_n,59_p,60_n,60_p,61_n,61_p,62_n,62_p,63_n,63_p,64_n,64_p,65_n,65_p,66_n,66_p,67_n,67_p,68_n,68_p
224,KLF2,0.0,KLF6,7.0122351534323e-203,TNFSF14,1.268312903898678e-269,TNF,5.1272318001409716e-154,TRIP6,0.0,CLDN8,0.0,POLR1D,0.0,ALDH2,0.0,HINT1,0.0,TNS2,0.0,EID1,0.0,CTTNBP2NL,4.864322334839878e-245,SGMS2,0.04640827869531622,IPCEF1,1.307458177058935e-40,AC243960.1,2.5616488640306583e-49,TMEM233,9.638344348553604e-93,APCDD1,7.052200403485322e-222,PLA2G7,4.77648695195922e-137,TOMM7,2.8744972553700337e-38,CASP1,1.0081179814611762e-76,ADRB1,7.427929938233132e-58,VAV3,5.7137977020311846e-52,LRMP,0.14739439825481548,RPL38,2.3481549660197915e-63,AL355501.1,0.9457274763534894,RAB11FIP1,6.58118747630067e-47,HBEGF,0.002516247181558534,GSTA4,0.001999685141887055,DUSP1,0.07721790990376907,MAL2,6.920914665197439e-68,MAST4,0.0004784091107810773,NPDC1,2.0557636907941067e-17,GPNMB,0.0002706995762076734,LAD1,3.379576401878048e-18,MEGF9,2.729856608479142e-16,RUBCNL,3.0341481195110536e-10,MT-ATP8,6.560145974559029e-56,TRIR,1.4922101061305883e-12,NUDT4,2.4312288147790917e-14,ATP1B1,1.2666216852332567e-11,NDUFB7,2.1087356551700432e-20,COMT,1.848238126621719e-15,HTRA2,0.07797774049653167,MT1E,0.00032238511812123584,NR2F1,1.6565791742001295e-19,PHPT1,0.0005593982219067755,MZT2B,7.587557091366235e-19,RPS26,1.738210351232388e-06,MARCKSL1,0.001345182197670668,TSPO,2.7919785933946936e-05,NDUFA3,0.0013312842888435204,PPP1R10,0.00024002069515729828,ARRDC2,0.0015468745221594111,CHCHD10,0.05112404237949332,TET2,0.0071551200167937175,PLD3,0.03274782687770259,ATP5MD,0.01887238709358886,RPL22L1,0.0004936884040751792,PMEPA1,3.810480068567109e-05,ANKH,0.00071579224841178,RGS10,4.48433882087639e-06,MCL1,0.087151940926234,ST5,0.5025397575542039,PRDM1,0.006804661342667243,NFKBIA,0.01488536335597278,PAK1IP1,0.003278885517572826,MPC2,0.008010490845412548,TMEFF2,8.142692678424568e-05,TMEM38B,0.003479419581670004
225,ITGB1,0.0,ATP5F1E,9.654822465909324e-201,HOPX,8.393793223575533e-268,DUSP2,3.5031690091604287e-153,EIF5,0.0,AGTRAP,0.0,PPP1R1B,0.0,TNFSF13B,0.0,SLC44A4,0.0,PDLIM2,0.0,GNAS,0.0,SH3BP5,7.733416153426404e-245,THBD,0.04695759503173284,ARL4C,4.931953607737725e-40,SOD1,4.475479772633972e-49,VAPA,1.3223145210483612e-92,ACTA2,6.544357684966899e-221,LY96,1.9224416633657836e-136,RPS21,1.1165803423921942e-37,IGFLR1,2.413239241609262e-76,SELENOW,7.446751142672539e-58,RNF125,8.473372188901589e-52,TNFSF8,0.15717138197075037,DNAJC3,3.4117443901189073e-63,LURAP1L-AS1,0.9459075699629164,TANK,6.90118048948443e-47,CLEC9A,0.002531541848708357,TRPM4,0.002012169304061107,COX7A1,0.07831851477850697,ENO1,1.1888147827934401e-67,LRRC32,0.000492540683053267,TSC22D1,2.4838874227269802e-17,LGMN,0.0002739040054370309,CAMK2N1,3.713068979054728e-18,ITPR1,3.5047838356158202e-16,RASSF2,3.338221596908454e-10,WLS,7.359191510173276e-56,RAB11FIP1,1.7179748536881604e-12,SLIRP,2.6578279488613934e-14,LRRC8B,1.5068534529115003e-11,CUTA,2.2367056204979446e-20,IL6ST,2.815485725455739e-15,IGFLR1,0.07940452136703939,LST1,0.0003368812281116844,GJC1,1.6847329040787744e-19,ACTA2,0.0005749166744301376,SPINT1-AS1,9.496303511098187e-19,ITGB2,1.7700781933314135e-06,HSPB1,0.0013590570680065664,ACTR3,3.1804767398809126e-05,EHF,0.0013402847982925386,MIR29B2CHG,0.0002551136440398459,SMIM22,0.0015969087173615317,SNHG8,0.05170303217526723,LURAP1L,0.00739401613342593,BTG2,0.032962860233089294,SPINT2,0.020014721432827443,SMCO4,0.000505211761369413,IDH1,3.957367088081918e-05,FBXO32,0.0007417792241211224,MSMB,4.578780582072929e-06,LCN6,0.0894092732619951,ARHGAP10,0.503918734329001,HSD17B6,0.007263181884793957,MDK,0.0149468220779003,PPM1K,0.0034401467237263656,RPS17,0.008082420431082805,AC002456.1,8.291983296237407e-05,PSEN1,0.003566936089543532
226,PLPP1,0.0,TCF7,7.251590904588729e-198,ZFAND2A,4.2226098258000094e-265,RPL21,4.514293032686746e-151,CD47,0.0,SH3YL1,0.0,AOPEP,0.0,P2RY13,0.0,NANS,0.0,INPP4B,0.0,VASN,0.0,ADAM15,2.37244802453472e-244,EHF,0.049656946719609164,LAX1,5.489494145764758e-40,UBC,5.524540896834322e-49,ADCYAP1,2.2148518207377016e-92,MAGI2-AS3,2.313217345590342e-220,AP2S1,7.812773704931387e-136,ANKRD44,1.4354797875246093e-37,SAMD9,4.272381196919351e-76,ATP5ME,9.956358344443984e-58,SH3KBP1,1.6098716963962594e-51,AC044849.1,0.16223459208148716,RRBP1,5.481917464133729e-63,AP000781.1,0.9462241387161852,PKIG,1.3103887621920523e-46,HAMP,0.0025505184007029043,GPR160,0.002087835166527302,CD68,0.08143234580175558,DMKN,1.218170327401937e-67,BRD2,0.0005541147911334337,GPR160,2.5087566299955087e-17,ACTG1,0.00029644956881749013,ID1,4.803099960200421e-18,TEAD1,4.500344195240481e-16,PSMB9,3.7376690744833675e-10,GLRX2,8.377050828983234e-56,AOAH,2.2982562408318805e-12,TMEM238,3.124752855171248e-14,LIPH,2.077976315542498e-11,PRDX2,2.2544102682869017e-20,ARL2,2.855437298308451e-15,TMEM208,0.08059577304126583,INHBA,0.0003475996778980718,GNA11,1.823866595688343e-19,PCSK1N,0.000613356530944852,CENPX,1.0313652401708204e-18,TOMM40,1.8613663291461297e-06,ATP5ME,0.0013972817087142728,ATP6V1D,3.184123292237318e-05,PARP14,0.0013958086921722034,PDIA3,0.00025747757838712437,S100A10,0.001599262204627964,NDUFA13,0.05192322717159444,HIF1A,0.007410421635451452,GLT8D2,0.03442813701752186,ST13,0.021355163866599334,AP1AR,0.0005087044461079235,CD83,4.025118090740545e-05,ARL1,0.0007516225793294702,SLC25A33,4.642999134569064e-06,CXCL2,0.09008411175915007,SMCHD1,0.5054159233081781,HLA-C,0.007265673938487982,ATG101,0.015265404541883068,MYBPC1,0.003723299276004927,ICAM1,0.008272466221110601,RPL38,8.343253926870525e-05,FBP1,0.0035964117035546476
227,SERPINB6,0.0,BIN2,1.4560372410154866e-197,CEBPZ,5.158526142293842e-264,PYHIN1,9.910161614853399e-151,RAB4A,0.0,PCSK1N,0.0,ADGRF1,0.0,HEXA,0.0,PTMS,0.0,CCL2,0.0,FADS3,0.0,TCIM,6.699678447389178e-243,CD74,0.04992535880329071,HOPX,8.484022822124632e-40,TNFAIP8,5.9322083573190935e-49,OSBPL8,2.5001594629701773e-92,VEGFB,3.2735285990838554e-220,ARPC1B,1.1471843320367387e-135,IL16,1.9894434813537984e-37,RCAN3,5.4162446063369656e-76,PET100,1.0478840813414834e-57,PRDM1,1.705745705257575e-51,TMEM71,0.162919425379362,TMEM256,9.365911019278457e-63,AHSP,0.946227494614265,PFDN5,4.8147854403762205e-46,F13A1,0.0027059284208665484,CLDN4,0.002221219479402704,SDS,0.08174109852984723,TMEM40,1.7583213270636694e-67,RBM5,0.0005809762151633733,CD9,2.7593392033080257e-17,EFHD2,0.00033165122382702953,CST3,6.210234819175999e-18,MIA,4.5012478768339895e-16,NLRP3,4.192260586606443e-10,PRSS23,9.0445450235666e-56,APBB1IP,2.6418081483498924e-12,PRIM2,3.3858486493424016e-14,MT-ND4L,2.1049102582771505e-11,CD151,2.3122514892007073e-20,EMP2,3.0126102780213935e-15,AC007384.1,0.08131078480852953,CCL4L2,0.00036747847501163936,FAM208A,1.9804168152515238e-19,HIGD1B,0.0006214892295331975,PLPP5,1.034331654233696e-18,CCL22,1.983205462223286e-06,RPL14,0.0014315300855627603,PLAUR,3.1856652825520247e-05,MYO6,0.001415790129326614,METRNL,0.0002646294132789822,PPP3CA,0.0016160007299522248,PRDX6,0.05488573068210924,LGALS1,0.007522436146844578,RNASE1,0.03592124223041566,PDIA6,0.022357302028999614,CD84,0.0005429574024067213,AKR1A1,4.0540651672360275e-05,EHF,0.0007711020959546382,MICOS10,4.649468233623945e-06,NCOA3,0.09306453327469671,BLCAP,0.5134846678229537,TMEFF2,0.007295752199527513,GSTP1,0.015382643497108064,XAB2,0.00387659085014659,PGLS,0.00830841799235844,RPS19,8.397457483606817e-05,ANKRD37,0.0036615886109253974
228,UTRN,0.0,LIME1,3.34793886535887e-196,ACAP1,1.1125256930899786e-261,CLEC2B,2.0388360309117707e-150,EPB41L4A-AS1,0.0,TMSB15A,0.0,MT-ATP8,0.0,PPIF,0.0,ANXA1,0.0,CAV2,0.0,SERPING1,0.0,CD109,1.7626734237364138e-242,PPARGC1A,0.05189485327102274,TNFRSF25,8.71089003985484e-40,LIMD2,8.434099277248262e-49,PLK3,2.7985245258872667e-92,PCDH18,4.81303556007644e-220,PLXDC2,1.6325288017349616e-135,AKNA,2.605158760090941e-37,ARL4C,1.5889887306803429e-75,IGF1,2.5443011996205954e-57,CD3D,2.142474809298027e-51,TCF7,0.17171325394785375,CD164,4.318160392656771e-62,ZBTB32,0.9479542293602404,RPLP0,7.75891729297563e-46,UBA52,0.002764282797614465,PIGR,0.002311077109796511,NLRP3,0.08373089842580134,ANO1,2.1501991971084824e-67,FRYL,0.0005894681041630043,PEBP4,3.3076737728399516e-17,UQCR10,0.0003750883866973921,FBXO32,8.889776988340268e-18,GNG12,4.815776680020377e-16,GZF1,4.2774215001898067e-10,PPP1R9A,9.52007798070694e-56,ARID4B,3.228201548962297e-12,MARCKSL1,4.0466750617689134e-14,APP,2.1306029478697434e-11,XBP1,2.5598262326281975e-20,CLTA,3.248522381385578e-15,PDE4B,0.0828372542454228,PLSCR1,0.0003807965762374922,PQLC1,2.0530247216811841e-19,HMG20B,0.0006987297907116929,FAAH,1.0667045929466608e-18,FAM50A,2.042869304718686e-06,CREB3L1,0.0015348325402955068,AP2S1,3.4589280178363946e-05,SEM1,0.0014249407270183693,PRDX1,0.00027597449040243785,CCL22,0.0016484288958950766,DNAJB6,0.05617390605769802,CCL5,0.007549221833745996,ARID5B,0.03628804321338047,COX7A2,0.022778456349440916,ATP6V1G1,0.0005477988014957897,MS4A7,4.240284556803394e-05,CIB1,0.0007770840758425115,RGS5,4.661215488542668e-06,ITGAX,0.09318901745382643,SEMA3E,0.5202892541638442,PET100,0.007336563640339167,HSP90B1,0.015582570309765694,HMGN2,0.003948311477912041,NIBAN1,0.008483289140993179,GLYATL1,8.512198553707205e-05,UBALD2,0.00366743848245251
229,SNHG7,0.0,S100A10,5.659393573981711e-193,LYAR,4.563606752439319e-261,CASP8,1.7504958208889485e-149,MIR22HG,0.0,COA3,0.0,TUBA1C,0.0,NFKB1,0.0,GOLM1,0.0,FHL2,0.0,SLC38A11,0.0,TINAGL1,4.190924768488766e-242,CDH22,0.05781933873046771,RAC2,1.0579386252386594e-39,SEMA4D,1.0391971908489038e-47,ADRB2,6.857008622371899e-92,PSAP,1.4813347402530492e-219,RIPK2,9.201415607448542e-135,TOX,3.392153043542358e-37,AC133644.2,2.2489670187978073e-75,MLPH,1.6085756092761502e-56,IL2RB,3.0690351905095855e-51,SLAMF6,0.17877251423605578,FRMD4B,4.78102162835199e-62,AC074008.1,0.9482109952512541,IGHD,9.461109509677701e-46,SDS,0.0027650105175267255,PCAT18,0.0025487251745459146,MFGE8,0.08475797820111464,FGFR2,4.773214847090277e-67,MIR222HG,0.0006366681492813646,AKAP12,3.660772652312083e-17,RPL13,0.00038374126278441017,MAPK13,1.0008397535989164e-17,VGLL3,7.38250715282613e-16,SLC5A3,4.406382096592905e-10,MT-ND4,9.610283575293977e-56,RPL17,3.3381109531393358e-12,ELOB,4.4113414396064384e-14,TEKT2,2.1643084889563772e-11,ATP6AP1,2.5997448422085854e-20,ROCK2,3.2896935037206445e-15,IFNAR2,0.08354960162335376,OTUD1,0.0003870756347635677,PIK3R3,2.28005784387477e-19,HSPH1,0.0007258339964969979,OR51E2,1.075594744272402e-18,H2AFZ,2.09664817026608e-06,YBX3,0.0016109991800096176,SPI1,3.461597409106422e-05,EIF2S2,0.0016075026377007653,ASAH1,0.00028117434367883927,ATP5PD,0.0017841477471297507,PSMA7,0.05818831351312098,SDCBP,0.007565841798019261,C3,0.03695987723723882,SLC44A4,0.022847658851783012,ALDH6A1,0.0005582095959895551,MGST3,4.246733073066309e-05,DCXR,0.0008005237916319287,CHCHD1,4.743421027603948e-06,CD34,0.09349408815277872,LHFPL6,0.5217445070839017,RAC1,0.0073863135434387075,FUBP1,0.015709379099885748,CMC2,0.004101380817283057,NUCB2,0.008567815474054887,P4HB,8.613569867788948e-05,OAZ1,0.0038791736809997753
230,SMAD1,0.0,GPBP1,2.3092243029651365e-190,CORO1A,3.27321678902691e-260,HCLS1,6.363760276987299e-149,ZFAS1,0.0,PTPRF,0.0,RPL34,0.0,CFLAR,0.0,RPL26,0.0,EGFLAM,0.0,MIR22HG,0.0,FGD5,1.2017333158319758e-240,HNRNPA2B1,0.0607841673998435,BTG2,1.074702190376292e-39,HSPH1,1.2697938137723308e-47,PALM2-AKAP2,1.652288756739523e-91,SUMO2,4.09883834340379e-219,TSPO,1.993817041885286e-134,SLFN12L,3.4734454067904125e-37,PSMB9,1.4816098989347857e-74,MT1G,1.7051959628907172e-56,PRKACB,1.0910175875934078e-50,PLK3,0.18444277465581493,BRI3,7.050369410825509e-62,AP007216.2,0.9487077601935827,IRF4,1.7201411718280283e-45,RPL21,0.0029221779176884528,ARG2,0.0025626697665358206,THAP2,0.0868967344400197,FLNA,7.490260131437834e-67,ASH1L,0.0006526705710669244,ZNF217,4.5587143717382526e-17,HCK,0.0003902139200591578,HDLBP,1.242984862626344e-17,SCD,8.495504048355458e-16,DENND1B,4.739052145516875e-10,SEZ6L2,9.862262480822637e-56,PPP4R3A,3.7283341406742496e-12,NSMCE1,4.4882300290348047e-14,SPAG17,2.224246203621019e-11,ERGIC1,2.770722703627819e-20,PRXL2A,3.649699316396226e-15,BTK,0.08572070248914254,SELE,0.00043925012666798613,AAED1,2.4710698950560284e-19,COX7A2,0.0007274321261447987,BAMBI,1.1012036871040839e-18,PFN1,2.1888766877867366e-06,ID2,0.0016271020661450656,KLF6,3.47117880313459e-05,COX5B,0.0016488390408125838,LGMN,0.0002976414992312039,GEM,0.0018015482072586742,MORF4L1,0.0587493875660607,LITAF,0.007672436541172246,LGALS3BP,0.03732674860525498,ELF3,0.02321655957469639,GFPT1,0.0005606442347687167,TREM2,4.434185068054873e-05,RGS16,0.000845250543169106,FOXA1,4.777354881080883e-06,PDLIM1,0.09453325530062069,SFRP4,0.526260718677052,PARK7,0.007722273882311582,MFAP4,0.015862138257352235,TUBB3,0.004167005703019608,PCA3,0.008620310067315368,UBA52,8.81935016228735e-05,SLC26A2,0.004013199576507498
231,RAPGEF4,0.0,RPL3,2.3428885824070795e-190,NCL,1.3725553982273455e-259,LYAR,4.10083897742287e-147,GJA1,0.0,PDIA6,0.0,IRX5,0.0,FAM49A,0.0,AC020656.1,0.0,DPY19L2,0.0,ATF3,0.0,ARHGEF12,3.2000522513849056e-240,SEMA3D,0.06182960100107741,EVI2B,1.8149181794745344e-39,ITGAL,1.4033365605100085e-46,YWHAZ,1.7214282893212486e-91,GEM,4.635421367611755e-218,SDS,2.781032052238004e-134,LRMP,6.297048859928665e-37,GPRIN3,2.0896168492409948e-74,ARFGEF3,2.070511137971706e-56,RPLP2,1.5537093010106855e-50,SPN,0.1859604680222131,TM7SF2,9.707396179275889e-62,DLG3-AS1,0.950370500312277,TAGAP,5.447519651196506e-45,RPL26,0.003006529864649736,GNG4,0.002644173588136458,HIGD1B,0.09258349070126681,VEGFA,2.4494938178857157e-66,AC104695.4,0.0007581411437022984,BCAP29,5.049274950727271e-17,NDUFA4,0.0003996778198952422,ALDH1A2,1.3114622511140788e-17,TNS3,9.433116335815903e-16,TXNRD1,5.748116925441172e-10,STEAP2,1.0698685129059546e-55,KLF13,4.4668561461836015e-12,ATP6V0E2,5.0706400638692e-14,GTF2I,2.466847912586821e-11,PRSS23,2.8900369765350686e-20,RAB13,3.961129222136447e-15,SEC24D,0.0858640410247357,S100A10,0.0004635624983677519,CDC42EP1,2.6784721307246546e-19,CDKN1A,0.0007691763531858462,ECHDC2,1.1679567641894936e-18,WBP11,2.5913883324128632e-06,RPS21,0.0016327290141285092,ATP6AP2,3.847926919687714e-05,UBE2L3,0.0017049152199351781,MNDA,0.00030700380547104156,NAALADL2,0.001811215094370423,ATF3,0.05907473576424999,NR4A3,0.007938994665100604,TM4SF1,0.03925293521138574,AC092069.1,0.02361420521157113,ADI1,0.0005810192727830417,COX7B,4.457649988861343e-05,SERP1,0.0008629122486643852,COX8A,4.857088879473626e-06,RPS29,0.09474471974686155,UGP2,0.5279172622751486,ATP6V0C,0.007936320019151448,ITGB1,0.016015965996802748,C19orf48,0.004259816364192536,KRT19,0.008960115337284885,TXNDC17,9.280836364640709e-05,SYNGR2,0.004059290343567691
232,SULF2,0.0,LSP1,5.7597975209699355e-190,SERPINB9,2.9152846778479e-259,NCF1,1.560428241272729e-146,RPL29,0.0,CACNA1D,0.0,SNHG29,0.0,DAPK1,0.0,CRIP1,0.0,TJP1,0.0,NDUFB7,0.0,CTNNA1,4.5548308587107197e-240,EGOT,0.06594231510351228,BCL2,2.8095652793760383e-39,TERF2IP,2.6228248566958632e-46,CCDC92,3.0629377205475057e-91,ZEB1,2.0845634083127073e-217,ATOX1,9.77953469192347e-134,GFOD1,6.6875823542938844e-37,TNFRSF25,2.841703005527716e-74,SERHL2,6.509697183387725e-56,CD69,1.5928711347694912e-50,CD44,0.19167001239380654,UBL5,1.4697615139907507e-61,AL035078.1,0.9504230939067942,CRIP1,9.872947172879017e-45,HSPA8,0.003018320730379814,RPL26,0.00273067008761527,ZNF331,0.09431067230480508,STX12,5.367253216620957e-66,KCNN3,0.0008004319420806031,HNRNPH1,1.0942353824276007e-16,CLEC10A,0.0004167677858374144,KCNJ16,1.553157145767703e-17,FIGN,1.004471513313481e-15,RPLP2,6.135849876744102e-10,RPL3,1.3817331230348255e-55,TAX1BP1,4.72237913713527e-12,VDAC1,7.818460855826079e-14,NFIA,2.6479313806653036e-11,COX17,2.941257993131045e-20,SLC38A1,5.183632025471034e-15,ELFN1-AS1,0.08723220488646963,SERPINA1,0.0004903714575995986,GUCY1A2,3.3486290004406097e-19,SERPINH1,0.0007951290208115474,PRDX6,1.241623591140307e-18,ABRACL,2.8184493497852764e-06,HLA-DPA1,0.0016594487891687223,TCP1,3.9549928709879653e-05,MT-ND4,0.001754130740258438,C12orf75,0.0003186281085820294,LRRC75A,0.0018928550548070917,GZMA,0.05913140134074119,CLDN1,0.008294702295129972,NEU1,0.03995463171351722,PAK1IP1,0.025072183590291963,PRXL2A,0.0005826754086639394,NDUFA3,4.674723303870536e-05,TPM2,0.0008898150833170957,KIF22,4.969588244062663e-06,COTL1,0.09534235002364709,NCKAP5,0.5293254805836655,TSPO,0.008186627763410758,DSC3,0.016638606040863316,TMEM219,0.004265963754020129,GNG5,0.009040615870223721,FTH1,9.402128035364714e-05,MFGE8,0.004150626804607507
233,HLA-DQB1,0.0,ADGRE5,3.3253546260228993e-189,RAC2,5.307201236623015e-259,RASA2,2.8850509168493616e-144,TCEAL9,0.0,HACD3,0.0,CDC42EP4,0.0,AOAH,0.0,COX5B,0.0,STOM,0.0,CCDC107,0.0,PREX2,9.864576051417485e-239,NAV3,0.06691478794466296,IQCG,4.937773282516551e-38,AOAH,3.245788073878188e-46,GRASP,5.677414166158419e-90,ALDH1A2,3.353010244446571e-217,FNIP2,7.647513901475803e-132,CHORDC1,8.738773539712016e-37,RABGAP1L,8.620327506543487e-74,GGCT,7.376892506305595e-56,GNPTAB,1.8111954518859132e-50,AP005482.1,0.19490979714004797,HMGCS2,2.4554212280604788e-60,LINC01623,0.9512041900316096,CYTIP,1.055798940296998e-44,GPR34,0.0031233079857332247,PPP1R7,0.0028147828863838596,NTRK2,0.09524843619159559,ALDH1A3,2.036682927928226e-65,UBE2D3,0.0008255145077756577,SEC61B,1.357917020830173e-16,HLA-DOA,0.0004631458458860857,AMOT,1.5802790924902913e-17,ATP1A2,1.129464102986162e-15,DUSP2,6.384880431823765e-10,TMEM99,1.981549372939038e-55,PRKX,4.9596148815125655e-12,PRSS23,7.914983204089503e-14,WDR54,2.69298219857242e-11,POLD4,3.228949662734755e-20,CDK2AP1,5.53906040289618e-15,DENND2C,0.08744278274832258,ADAMTS1,0.0005297111980697447,C19orf70,3.42910879817316e-19,COX7C,0.0008076901530553786,MIR200CHG,1.3369341290658699e-18,NDUFB7,2.9850292288608874e-06,VIM,0.001680157213748993,LAMTOR2,4.450879165589363e-05,CHMP2B,0.0018011534359401824,CYCS,0.00034913117694494077,SMS,0.0019212795176286987,PRKAA2,0.059257073588143735,CCRL2,0.008424297995524709,UQCR11,0.04034867220400329,IFNG,0.02510202141579479,ERGIC1,0.0006046184288887792,EFHD2,4.722336565848655e-05,NDUFA2,0.000939826830993492,MTHFD2,5.027042030472355e-06,ACTG1,0.09817497957342793,CTHRC1,0.5322766846372492,ATP5MC2,0.00837192555585222,AC020916.1,0.016784006726006242,SEC61B,0.0043550877241531555,GLA,0.009170789296185632,SOD2,9.545703773738874e-05,ESD,0.004435431224187611
234,PTMS,0.0,FKBP5,1.385178462312563e-186,DDX5,1.9749342585414132e-258,CAMK4,5.899001605685997e-143,KLK11,0.0,ICA1,0.0,BZW2,0.0,GABARAP,0.0,RPL35,0.0,TPM4,0.0,PACSIN2,0.0,YES1,2.364708998797283e-238,HEPACAM2,0.06701822571153526,NKG7,1.0052465687611491e-37,HCLS1,4.432466819123369e-46,SMYD3,6.475606103616089e-90,PRNP,3.441693298956466e-217,HAVCR2,2.0917916172611557e-131,FAM49B,2.341359638551983e-36,ANKRD12,1.7683362029505634e-73,SCARB2,1.0790566697268771e-55,GIMAP4,5.627715788840631e-50,KLRG1,0.19885411344689907,MCCC2,7.822408650408836e-60,AL359962.3,0.9522259523212775,CD22,1.075704895635952e-44,CD163,0.0036764405210396906,HMGCS2,0.0029773627984808976,RCAN2,0.0973135811754021,WWTR1,5.029913863094524e-65,LDB2,0.000826560547909871,PDIA4,1.4046504421505515e-16,LAMTOR4,0.0004734801640210482,HOXB2,1.6110239646507923e-17,FOXO1,1.5718589549766673e-15,IGFLR1,7.787209361636564e-10,LRATD1,2.1097818321191397e-55,BRD1,5.5876358759168245e-12,PARK7,8.852601316542647e-14,KDM5B,3.014220102913658e-11,NSMCE1,3.408226588880023e-20,SEPTIN10,5.999152753057195e-15,TAGAP,0.08780621328922862,HNRNPH1,0.0005544694732504273,FZD4,3.5580160027693547e-19,LINC01297,0.000813655539646283,CD24,1.5967427266244121e-18,LAMTOR5,3.1862668402499534e-06,TLE4,0.0016809165739009504,TMEM141,4.5308619300956804e-05,PSMB1,0.0018164652359842974,SLC7A11,0.0003500833108293621,CTNND1,0.0019889228191870196,HSPA9,0.05981651869819262,CAST,0.008490970916719295,RPS12,0.04059301750261081,IDH2,0.02677389413414979,ABCF1,0.0006158374912405127,GK,4.8261363049789725e-05,PPIB,0.0009402239027132749,EIF3J,5.0753322305585705e-06,PIK3CG,0.09921320895980758,CD36,0.5366218642578395,RHOB,0.008596725989874715,EGFR,0.016884198103501915,SMIM14,0.004378149486144326,BRK1,0.009255446560441463,GMDS,9.729328645728119e-05,RNF19B,0.004468061122249413
